path	status	bytes	file_kind	category	action	owner	target	role	problem
schemas/stage_contract.v1.schema.json	TRACKED	2629	regular	ENGINE	KEEP	Product engine repository	schemas/stage_contract.v1.schema.json	reusable implementation, contract, or skill asset	none identified in bounded inventory
schemas/stage_controller_state.v1.schema.json	TRACKED	3263	regular	ENGINE	KEEP	Product engine repository	schemas/stage_controller_state.v1.schema.json	reusable implementation, contract, or skill asset	none identified in bounded inventory
schemas/stage_integration_receipt.schema.json	TRACKED	2533	regular	ENGINE	KEEP	Product engine repository	schemas/stage_integration_receipt.schema.json	reusable implementation, contract, or skill asset	none identified in bounded inventory
schemas/stage_planning.schema.json	TRACKED	3538	regular	ENGINE	KEEP	Product engine repository	schemas/stage_planning.schema.json	reusable implementation, contract, or skill asset	none identified in bounded inventory
schemas/stage_planning.v1.schema.json	TRACKED	3419	regular	ENGINE	KEEP	Product engine repository	schemas/stage_planning.v1.schema.json	reusable implementation, contract, or skill asset	none identified in bounded inventory
schemas/stage_review.schema.json	TRACKED	1138	regular	ENGINE	KEEP	Product engine repository	schemas/stage_review.schema.json	reusable implementation, contract, or skill asset	none identified in bounded inventory
schemas/workflow_checkpoint.v1.schema.json	TRACKED	1607	regular	ENGINE	KEEP	Product engine repository	schemas/workflow_checkpoint.v1.schema.json	reusable implementation, contract, or skill asset	none identified in bounded inventory
schemas/workflow_runtime_result.v1.schema.json	TRACKED	1925	regular	ENGINE	KEEP	Product engine repository	schemas/workflow_runtime_result.v1.schema.json	reusable implementation, contract, or skill asset	none identified in bounded inventory
schemas/workflow_v2/command_envelope.schema.json	TRACKED	1005	regular	ENGINE	KEEP	Product engine repository	schemas/workflow_v2/command_envelope.schema.json	reusable implementation, contract, or skill asset	none identified in bounded inventory
schemas/workflow_v2/decision.schema.json	TRACKED	1189	regular	ENGINE	KEEP	Product engine repository	schemas/workflow_v2/decision.schema.json	reusable implementation, contract, or skill asset	none identified in bounded inventory
schemas/workflow_v2/dependency.schema.json	TRACKED	779	regular	ENGINE	KEEP	Product engine repository	schemas/workflow_v2/dependency.schema.json	reusable implementation, contract, or skill asset	none identified in bounded inventory
schemas/workflow_v2/evidence_manifest.schema.json	TRACKED	1079	regular	ENGINE	KEEP	Product engine repository	schemas/workflow_v2/evidence_manifest.schema.json	reusable implementation, contract, or skill asset	none identified in bounded inventory
schemas/workflow_v2/execution_attempt.schema.json	TRACKED	1198	regular	ENGINE	KEEP	Product engine repository	schemas/workflow_v2/execution_attempt.schema.json	reusable implementation, contract, or skill asset	none identified in bounded inventory
schemas/workflow_v2/operation_envelope.schema.json	TRACKED	1398	regular	ENGINE	KEEP	Product engine repository	schemas/workflow_v2/operation_envelope.schema.json	reusable implementation, contract, or skill asset	none identified in bounded inventory
schemas/workflow_v2/provider_observation.schema.json	TRACKED	1172	regular	ENGINE	KEEP	Product engine repository	schemas/workflow_v2/provider_observation.schema.json	reusable implementation, contract, or skill asset	none identified in bounded inventory
schemas/workflow_v2/semantic_iteration.schema.json	TRACKED	936	regular	ENGINE	KEEP	Product engine repository	schemas/workflow_v2/semantic_iteration.schema.json	reusable implementation, contract, or skill asset	none identified in bounded inventory
schemas/workflow_v2/stage.schema.json	TRACKED	2438	regular	ENGINE	KEEP	Product engine repository	schemas/workflow_v2/stage.schema.json	reusable implementation, contract, or skill asset	none identified in bounded inventory
schemas/workflow_v2/stage_assessment.schema.json	TRACKED	1530	regular	ENGINE	KEEP	Product engine repository	schemas/workflow_v2/stage_assessment.schema.json	reusable implementation, contract, or skill asset	none identified in bounded inventory
scripts/__pycache__/research_workflow_cli.cpython-311.pyc	IGNORED	52972	regular	TEMP	DELETE_CANDIDATE	machine-local test runtime	quarantine/scripts/__pycache__/research_workflow_cli.cpython-311.pyc	regenerable test/interpreter cache	ignored generated cache; no source value
scripts/bootstrap_real_e2e.py	TRACKED	20756	regular	ENGINE	KEEP	Product engine repository	scripts/bootstrap_real_e2e.py	reusable validation harness	parameterized harness is reusable; phase name alone does not establish history-only ownership
scripts/disposable_openai_codex_e2e.py	TRACKED	10771	regular	ENGINE	KEEP	Product engine repository	scripts/disposable_openai_codex_e2e.py	reusable regression or acceptance asset	step/scenario naming does not establish historical-only ownership
scripts/fresh_v2_runtime.py	TRACKED	9188	regular	HISTORY	ARCHIVE	owning engine self-host validation project	../v2_real_selfhost_validation/archive/scripts/fresh_v2_runtime.py	one-off phase/self-host validation harness	historical harness is not the reusable Product entrypoint
scripts/phase0_manifest.py	TRACKED	33098	regular	HISTORY	ARCHIVE	owning engine self-host validation project	../v2_real_selfhost_validation/archive/scripts/phase0_manifest.py	one-off phase/self-host validation harness	historical harness is not the reusable Product entrypoint
scripts/phase7_real_self_host.py	TRACKED	34048	regular	ENGINE	KEEP	Product engine repository	scripts/phase7_real_self_host.py	reusable validation harness	parameterized harness is reusable; phase name alone does not establish history-only ownership
scripts/phase7_scenarios.py	TRACKED	31899	regular	ENGINE	KEEP	Product engine repository	scripts/phase7_scenarios.py	reusable validation harness	parameterized harness is reusable; phase name alone does not establish history-only ownership
scripts/requirements_cli.py	TRACKED	610	regular	ENGINE	KEEP	Product engine repository	scripts/requirements_cli.py	reusable CLI, launcher, or regression coverage	none identified in bounded inventory
scripts/research_turn_real_e2e.py	TRACKED	4548	regular	ENGINE	KEEP	Product engine repository	scripts/research_turn_real_e2e.py	reusable regression or acceptance asset	step/scenario naming does not establish historical-only ownership
scripts/research_workflow_cli.py	TRACKED	36052	regular	ENGINE	KEEP	Product engine repository	scripts/research_workflow_cli.py	reusable CLI, launcher, or regression coverage	none identified in bounded inventory
scripts/stage9_real_smoke.py	TRACKED	18500	regular	ENGINE	KEEP	Product engine repository	scripts/stage9_real_smoke.py	reusable regression or acceptance asset	step/scenario naming does not establish historical-only ownership
scripts/stage_cli.py	TRACKED	71840	regular	ENGINE	KEEP	Product engine repository	scripts/stage_cli.py	reusable CLI, launcher, or regression coverage	none identified in bounded inventory
scripts/step10_acceptance.py	TRACKED	11807	regular	ENGINE	KEEP	Product engine repository	scripts/step10_acceptance.py	reusable regression or acceptance asset	step/scenario naming does not establish historical-only ownership
scripts/step11_acceptance.py	TRACKED	6793	regular	ENGINE	KEEP	Product engine repository	scripts/step11_acceptance.py	reusable regression or acceptance asset	step/scenario naming does not establish historical-only ownership
scripts/step12_acceptance.py	TRACKED	6905	regular	ENGINE	KEEP	Product engine repository	scripts/step12_acceptance.py	reusable regression or acceptance asset	step/scenario naming does not establish historical-only ownership
scripts/step13_acceptance.py	TRACKED	8516	regular	ENGINE	KEEP	Product engine repository	scripts/step13_acceptance.py	reusable regression or acceptance asset	step/scenario naming does not establish historical-only ownership
scripts/step14_acceptance.py	TRACKED	9403	regular	ENGINE	KEEP	Product engine repository	scripts/step14_acceptance.py	reusable regression or acceptance asset	step/scenario naming does not establish historical-only ownership
scripts/step15_acceptance.py	TRACKED	11737	regular	ENGINE	KEEP	Product engine repository	scripts/step15_acceptance.py	reusable regression or acceptance asset	step/scenario naming does not establish historical-only ownership
scripts/workflow_mcp.py	TRACKED	1895	regular	ENGINE	KEEP	Product engine repository	scripts/workflow_mcp.py	reusable CLI, launcher, or regression coverage	none identified in bounded inventory
scripts/workflow_self_test.py	TRACKED	32215	regular	ENGINE	KEEP	Product engine repository	scripts/workflow_self_test.py	reusable CLI, launcher, or regression coverage	none identified in bounded inventory
skills/codex-native-requirements-intake/SKILL.md	TRACKED	3212	regular	ENGINE	KEEP	Product engine repository	skills/codex-native-requirements-intake/SKILL.md	reusable implementation, contract, or skill asset	none identified in bounded inventory
skills/stage-oriented-research-workflow/SKILL.md	TRACKED	6806	regular	ENGINE	KEEP	Product engine repository	skills/stage-oriented-research-workflow/SKILL.md	reusable implementation, contract, or skill asset	none identified in bounded inventory
src/__init__.py	TRACKED	23969	regular	ENGINE	KEEP	Product engine repository	src/__init__.py	reusable implementation, contract, or skill asset	none identified in bounded inventory
src/__pycache__/__init__.cpython-311.pyc	IGNORED	20648	regular	TEMP	DELETE_CANDIDATE	machine-local test runtime	quarantine/src/__pycache__/__init__.cpython-311.pyc	regenerable test/interpreter cache	ignored generated cache; no source value
src/__pycache__/artifact_retention.cpython-311.pyc	IGNORED	29335	regular	TEMP	DELETE_CANDIDATE	machine-local test runtime	quarantine/src/__pycache__/artifact_retention.cpython-311.pyc	regenerable test/interpreter cache	ignored generated cache; no source value
src/__pycache__/artifacts.cpython-311.pyc	IGNORED	24142	regular	TEMP	DELETE_CANDIDATE	machine-local test runtime	quarantine/src/__pycache__/artifacts.cpython-311.pyc	regenerable test/interpreter cache	ignored generated cache; no source value
src/__pycache__/asset_layer.cpython-311.pyc	IGNORED	91412	regular	TEMP	DELETE_CANDIDATE	machine-local test runtime	quarantine/src/__pycache__/asset_layer.cpython-311.pyc	regenerable test/interpreter cache	ignored generated cache; no source value
src/__pycache__/bridge_adapter.cpython-311.pyc	IGNORED	50647	regular	TEMP	DELETE_CANDIDATE	machine-local test runtime	quarantine/src/__pycache__/bridge_adapter.cpython-311.pyc	regenerable test/interpreter cache	ignored generated cache; no source value
src/__pycache__/codexpro_adapter.cpython-311.pyc	IGNORED	13666	regular	TEMP	DELETE_CANDIDATE	machine-local test runtime	quarantine/src/__pycache__/codexpro_adapter.cpython-311.pyc	regenerable test/interpreter cache	ignored generated cache; no source value
src/__pycache__/contract_integration.cpython-311.pyc	IGNORED	10704	regular	TEMP	DELETE_CANDIDATE	machine-local test runtime	quarantine/src/__pycache__/contract_integration.cpython-311.pyc	regenerable test/interpreter cache	ignored generated cache; no source value
src/__pycache__/contracts.cpython-311.pyc	IGNORED	31924	regular	TEMP	DELETE_CANDIDATE	machine-local test runtime	quarantine/src/__pycache__/contracts.cpython-311.pyc	regenerable test/interpreter cache	ignored generated cache; no source value
src/__pycache__/design_package.cpython-311.pyc	IGNORED	2159	regular	TEMP	DELETE_CANDIDATE	machine-local test runtime	quarantine/src/__pycache__/design_package.cpython-311.pyc	regenerable test/interpreter cache	ignored generated cache; no source value
src/__pycache__/design_review.cpython-311.pyc	IGNORED	15268	regular	TEMP	DELETE_CANDIDATE	machine-local test runtime	quarantine/src/__pycache__/design_review.cpython-311.pyc	regenerable test/interpreter cache	ignored generated cache; no source value
src/__pycache__/execution_integration_planning.cpython-311.pyc	IGNORED	48591	regular	TEMP	DELETE_CANDIDATE	machine-local test runtime	quarantine/src/__pycache__/execution_integration_planning.cpython-311.pyc	regenerable test/interpreter cache	ignored generated cache; no source value
src/__pycache__/executor.cpython-311.pyc	IGNORED	26411	regular	TEMP	DELETE_CANDIDATE	machine-local test runtime	quarantine/src/__pycache__/executor.cpython-311.pyc	regenerable test/interpreter cache	ignored generated cache; no source value
src/__pycache__/executor_model_routing.cpython-311.pyc	IGNORED	6866	regular	TEMP	DELETE_CANDIDATE	machine-local test runtime	quarantine/src/__pycache__/executor_model_routing.cpython-311.pyc	regenerable test/interpreter cache	ignored generated cache; no source value
src/__pycache__/git_baseline.cpython-311.pyc	IGNORED	20419	regular	TEMP	DELETE_CANDIDATE	machine-local test runtime	quarantine/src/__pycache__/git_baseline.cpython-311.pyc	regenerable test/interpreter cache	ignored generated cache; no source value
src/__pycache__/human_artifacts.cpython-311.pyc	IGNORED	95745	regular	TEMP	DELETE_CANDIDATE	machine-local test runtime	quarantine/src/__pycache__/human_artifacts.cpython-311.pyc	regenerable test/interpreter cache	ignored generated cache; no source value
src/__pycache__/openai_codex_executor.cpython-311.pyc	IGNORED	67203	regular	TEMP	DELETE_CANDIDATE	machine-local test runtime	quarantine/src/__pycache__/openai_codex_executor.cpython-311.pyc	regenerable test/interpreter cache	ignored generated cache; no source value
src/__pycache__/product_workflow_runtime.cpython-311.pyc	IGNORED	30040	regular	TEMP	DELETE_CANDIDATE	machine-local test runtime	quarantine/src/__pycache__/product_workflow_runtime.cpython-311.pyc	regenerable test/interpreter cache	ignored generated cache; no source value
src/__pycache__/project_blueprint.cpython-311.pyc	IGNORED	82635	regular	TEMP	DELETE_CANDIDATE	machine-local test runtime	quarantine/src/__pycache__/project_blueprint.cpython-311.pyc	regenerable test/interpreter cache	ignored generated cache; no source value
src/__pycache__/project_context.cpython-311.pyc	IGNORED	53168	regular	TEMP	DELETE_CANDIDATE	machine-local test runtime	quarantine/src/__pycache__/project_context.cpython-311.pyc	regenerable test/interpreter cache	ignored generated cache; no source value
src/__pycache__/project_discovery.cpython-311.pyc	IGNORED	172277	regular	TEMP	DELETE_CANDIDATE	machine-local test runtime	quarantine/src/__pycache__/project_discovery.cpython-311.pyc	regenerable test/interpreter cache	ignored generated cache; no source value
src/__pycache__/project_intake.cpython-311.pyc	IGNORED	85733	regular	TEMP	DELETE_CANDIDATE	machine-local test runtime	quarantine/src/__pycache__/project_intake.cpython-311.pyc	regenerable test/interpreter cache	ignored generated cache; no source value
src/__pycache__/project_state.cpython-311.pyc	IGNORED	7546	regular	TEMP	DELETE_CANDIDATE	machine-local test runtime	quarantine/src/__pycache__/project_state.cpython-311.pyc	regenerable test/interpreter cache	ignored generated cache; no source value
src/__pycache__/research_prompt_policy.cpython-311.pyc	IGNORED	6735	regular	TEMP	DELETE_CANDIDATE	machine-local test runtime	quarantine/src/__pycache__/research_prompt_policy.cpython-311.pyc	regenerable test/interpreter cache	ignored generated cache; no source value
src/__pycache__/research_routing.cpython-311.pyc	IGNORED	6177	regular	TEMP	DELETE_CANDIDATE	machine-local test runtime	quarantine/src/__pycache__/research_routing.cpython-311.pyc	regenerable test/interpreter cache	ignored generated cache; no source value
src/__pycache__/runtime_composition.cpython-311.pyc	IGNORED	48425	regular	TEMP	DELETE_CANDIDATE	machine-local test runtime	quarantine/src/__pycache__/runtime_composition.cpython-311.pyc	regenerable test/interpreter cache	ignored generated cache; no source value
src/__pycache__/stage_context.cpython-311.pyc	IGNORED	37440	regular	TEMP	DELETE_CANDIDATE	machine-local test runtime	quarantine/src/__pycache__/stage_context.cpython-311.pyc	regenerable test/interpreter cache	ignored generated cache; no source value
src/__pycache__/stage_controller.cpython-311.pyc	IGNORED	149346	regular	TEMP	DELETE_CANDIDATE	machine-local test runtime	quarantine/src/__pycache__/stage_controller.cpython-311.pyc	regenerable test/interpreter cache	ignored generated cache; no source value
src/__pycache__/stage_integration.cpython-311.pyc	IGNORED	75253	regular	TEMP	DELETE_CANDIDATE	machine-local test runtime	quarantine/src/__pycache__/stage_integration.cpython-311.pyc	regenerable test/interpreter cache	ignored generated cache; no source value
src/__pycache__/stage_planning.cpython-311.pyc	IGNORED	140127	regular	TEMP	DELETE_CANDIDATE	machine-local test runtime	quarantine/src/__pycache__/stage_planning.cpython-311.pyc	regenerable test/interpreter cache	ignored generated cache; no source value
src/__pycache__/supervisor.cpython-311.pyc	IGNORED	61167	regular	TEMP	DELETE_CANDIDATE	machine-local test runtime	quarantine/src/__pycache__/supervisor.cpython-311.pyc	regenerable test/interpreter cache	ignored generated cache; no source value
src/__pycache__/workflow_core_adapter.cpython-311.pyc	IGNORED	18540	regular	TEMP	DELETE_CANDIDATE	machine-local test runtime	quarantine/src/__pycache__/workflow_core_adapter.cpython-311.pyc	regenerable test/interpreter cache	ignored generated cache; no source value
src/__pycache__/workflow_mcp.cpython-311.pyc	IGNORED	33196	regular	TEMP	DELETE_CANDIDATE	machine-local test runtime	quarantine/src/__pycache__/workflow_mcp.cpython-311.pyc	regenerable test/interpreter cache	ignored generated cache; no source value
src/__pycache__/workflow_orchestrator.cpython-311.pyc	IGNORED	74191	regular	TEMP	DELETE_CANDIDATE	machine-local test runtime	quarantine/src/__pycache__/workflow_orchestrator.cpython-311.pyc	regenerable test/interpreter cache	ignored generated cache; no source value
src/__pycache__/workflow_runtime.cpython-311.pyc	IGNORED	174298	regular	TEMP	DELETE_CANDIDATE	machine-local test runtime	quarantine/src/__pycache__/workflow_runtime.cpython-311.pyc	regenerable test/interpreter cache	ignored generated cache; no source value
src/__pycache__/workflow_v2_contracts.cpython-311.pyc	IGNORED	38819	regular	TEMP	DELETE_CANDIDATE	machine-local test runtime	quarantine/src/__pycache__/workflow_v2_contracts.cpython-311.pyc	regenerable test/interpreter cache	ignored generated cache; no source value
src/__pycache__/workflow_v2_controller.cpython-311.pyc	IGNORED	93589	regular	TEMP	DELETE_CANDIDATE	machine-local test runtime	quarantine/src/__pycache__/workflow_v2_controller.cpython-311.pyc	regenerable test/interpreter cache	ignored generated cache; no source value
src/__pycache__/workflow_v2_runtime.cpython-311.pyc	IGNORED	4093	regular	TEMP	DELETE_CANDIDATE	machine-local test runtime	quarantine/src/__pycache__/workflow_v2_runtime.cpython-311.pyc	regenerable test/interpreter cache	ignored generated cache; no source value
src/artifact_retention.py	TRACKED	20883	regular	ENGINE	KEEP	Product engine repository	src/artifact_retention.py	reusable implementation, contract, or skill asset	none identified in bounded inventory
src/artifacts.py	TRACKED	15506	regular	ENGINE	KEEP	Product engine repository	src/artifacts.py	reusable implementation, contract, or skill asset	none identified in bounded inventory
src/asset_layer.py	TRACKED	66910	regular	ENGINE	KEEP	Product engine repository	src/asset_layer.py	reusable implementation, contract, or skill asset	none identified in bounded inventory
src/available_assets.py	TRACKED	310	regular	ENGINE	KEEP	Product engine repository	src/available_assets.py	reusable implementation, contract, or skill asset	none identified in bounded inventory
src/bridge_adapter.py	TRACKED	45097	regular	ENGINE	KEEP	Product engine repository	src/bridge_adapter.py	reusable implementation, contract, or skill asset	none identified in bounded inventory
src/codexpro_adapter.py	TRACKED	11857	regular	ENGINE	KEEP	Product engine repository	src/codexpro_adapter.py	reusable implementation, contract, or skill asset	none identified in bounded inventory
src/contract_integration.py	TRACKED	8035	regular	ENGINE	KEEP	Product engine repository	src/contract_integration.py	reusable implementation, contract, or skill asset	none identified in bounded inventory
src/contracts.py	TRACKED	19796	regular	ENGINE	KEEP	Product engine repository	src/contracts.py	reusable implementation, contract, or skill asset	none identified in bounded inventory
src/delivery_integration.py	TRACKED	45968	regular	ENGINE	KEEP	Product engine repository	src/delivery_integration.py	reusable implementation, contract, or skill asset	none identified in bounded inventory
src/design_package.py	TRACKED	1066	regular	ENGINE	KEEP	Product engine repository	src/design_package.py	reusable implementation, contract, or skill asset	none identified in bounded inventory
src/design_review.py	TRACKED	12255	regular	ENGINE	KEEP	Product engine repository	src/design_review.py	reusable implementation, contract, or skill asset	none identified in bounded inventory
src/execution_integration_planning.py	TRACKED	38920	regular	ENGINE	KEEP	Product engine repository	src/execution_integration_planning.py	reusable implementation, contract, or skill asset	none identified in bounded inventory
src/executor.py	TRACKED	18986	regular	ENGINE	KEEP	Product engine repository	src/executor.py	reusable implementation, contract, or skill asset	none identified in bounded inventory
src/executor_model_routing.py	TRACKED	5350	regular	ENGINE	KEEP	Product engine repository	src/executor_model_routing.py	reusable implementation, contract, or skill asset	none identified in bounded inventory
src/forward_stage_planning.py	TRACKED	31773	regular	ENGINE	KEEP	Product engine repository	src/forward_stage_planning.py	reusable implementation, contract, or skill asset	none identified in bounded inventory
src/git_baseline.py	TRACKED	14717	regular	ENGINE	KEEP	Product engine repository	src/git_baseline.py	reusable implementation, contract, or skill asset	none identified in bounded inventory
src/human_artifacts.py	TRACKED	78941	regular	ENGINE	KEEP	Product engine repository	src/human_artifacts.py	reusable implementation, contract, or skill asset	none identified in bounded inventory
src/openai_codex_executor.py	TRACKED	58642	regular	ENGINE	KEEP	Product engine repository	src/openai_codex_executor.py	reusable implementation, contract, or skill asset	none identified in bounded inventory
src/product_workflow_runtime.py	UNTRACKED	20372	regular	ENGINE	KEEP	Product engine repository	src/product_workflow_runtime.py	reusable implementation, contract, or skill asset	none identified in bounded inventory
src/project_blueprint.py	TRACKED	70136	regular	ENGINE	KEEP	Product engine repository	src/project_blueprint.py	reusable implementation, contract, or skill asset	none identified in bounded inventory
src/project_context.py	TRACKED	41740	regular	ENGINE	KEEP	Product engine repository	src/project_context.py	reusable implementation, contract, or skill asset	none identified in bounded inventory
src/project_discovery.py	TRACKED	149358	regular	ENGINE	KEEP	Product engine repository	src/project_discovery.py	reusable implementation, contract, or skill asset	none identified in bounded inventory
src/project_intake.py	TRACKED	72020	regular	ENGINE	KEEP	Product engine repository	src/project_intake.py	reusable implementation, contract, or skill asset	none identified in bounded inventory
src/project_state.py	TRACKED	4590	regular	ENGINE	KEEP	Product engine repository	src/project_state.py	reusable implementation, contract, or skill asset	none identified in bounded inventory
src/research_prompt_policy.py	TRACKED	6093	regular	ENGINE	KEEP	Product engine repository	src/research_prompt_policy.py	reusable implementation, contract, or skill asset	none identified in bounded inventory
src/research_routing.py	TRACKED	3316	regular	ENGINE	KEEP	Product engine repository	src/research_routing.py	reusable implementation, contract, or skill asset	none identified in bounded inventory
src/runtime_composition.py	TRACKED	40249	regular	ENGINE	KEEP	Product engine repository	src/runtime_composition.py	reusable implementation, contract, or skill asset	none identified in bounded inventory
src/stage_context.py	TRACKED	29138	regular	ENGINE	KEEP	Product engine repository	src/stage_context.py	reusable implementation, contract, or skill asset	none identified in bounded inventory
src/stage_controller.py	TRACKED	147408	regular	ENGINE	KEEP	Product engine repository	src/stage_controller.py	reusable implementation, contract, or skill asset	none identified in bounded inventory
src/stage_integration.py	TRACKED	65221	regular	ENGINE	KEEP	Product engine repository	src/stage_integration.py	reusable implementation, contract, or skill asset	none identified in bounded inventory
src/stage_planning.py	TRACKED	117417	regular	ENGINE	KEEP	Product engine repository	src/stage_planning.py	reusable implementation, contract, or skill asset	none identified in bounded inventory
src/state_continuation.py	TRACKED	5715	regular	ENGINE	KEEP	Product engine repository	src/state_continuation.py	reusable implementation, contract, or skill asset	none identified in bounded inventory
src/supervisor.py	TRACKED	58610	regular	ENGINE	KEEP	Product engine repository	src/supervisor.py	reusable implementation, contract, or skill asset	none identified in bounded inventory
src/unified_entry.py	TRACKED	70777	regular	ENGINE	KEEP	Product engine repository	src/unified_entry.py	reusable implementation, contract, or skill asset	none identified in bounded inventory
src/workflow_core_adapter.py	TRACKED	15516	regular	ENGINE	KEEP	Product engine repository	src/workflow_core_adapter.py	reusable implementation, contract, or skill asset	none identified in bounded inventory
src/workflow_mcp.py	TRACKED	29992	regular	ENGINE	KEEP	Product engine repository	src/workflow_mcp.py	reusable implementation, contract, or skill asset	none identified in bounded inventory
src/workflow_orchestrator.py	TRACKED	66683	regular	ENGINE	KEEP	Product engine repository	src/workflow_orchestrator.py	reusable implementation, contract, or skill asset	none identified in bounded inventory
src/workflow_policy.py	TRACKED	31326	regular	ENGINE	KEEP	Product engine repository	src/workflow_policy.py	reusable implementation, contract, or skill asset	none identified in bounded inventory
src/workflow_runtime.py	TRACKED	154631	regular	ENGINE	KEEP	Product engine repository	src/workflow_runtime.py	reusable implementation, contract, or skill asset	none identified in bounded inventory
src/workflow_v2_adapters.py	TRACKED	986	regular	ENGINE	KEEP	Product engine repository	src/workflow_v2_adapters.py	reusable implementation, contract, or skill asset	none identified in bounded inventory
src/workflow_v2_contracts.py	TRACKED	30055	regular	ENGINE	KEEP	Product engine repository	src/workflow_v2_contracts.py	reusable implementation, contract, or skill asset	none identified in bounded inventory
src/workflow_v2_controller.py	TRACKED	70874	regular	ENGINE	KEEP	Product engine repository	src/workflow_v2_controller.py	reusable implementation, contract, or skill asset	none identified in bounded inventory
src/workflow_v2_runtime.py	TRACKED	1865	regular	ENGINE	KEEP	Product engine repository	src/workflow_v2_runtime.py	reusable implementation, contract, or skill asset	none identified in bounded inventory
tests/__init__.py	TRACKED	41	regular	ENGINE	KEEP	Product engine repository	tests/__init__.py	reusable CLI, launcher, or regression coverage	none identified in bounded inventory
tests/__pycache__/__init__.cpython-311.pyc	IGNORED	227	regular	TEMP	DELETE_CANDIDATE	machine-local test runtime	quarantine/tests/__pycache__/__init__.cpython-311.pyc	regenerable test/interpreter cache	ignored generated cache; no source value
tests/__pycache__/test_mcp_launcher_transport.cpython-311-pytest-8.4.2.pyc	IGNORED	22708	regular	TEMP	DELETE_CANDIDATE	machine-local test runtime	quarantine/tests/__pycache__/test_mcp_launcher_transport.cpython-311-pytest-8.4.2.pyc	regenerable test/interpreter cache	ignored generated cache; no source value
tests/__pycache__/test_product_bootstrap_cli.cpython-311-pytest-8.4.2.pyc	IGNORED	15060	regular	TEMP	DELETE_CANDIDATE	machine-local test runtime	quarantine/tests/__pycache__/test_product_bootstrap_cli.cpython-311-pytest-8.4.2.pyc	regenerable test/interpreter cache	ignored generated cache; no source value
tests/__pycache__/test_product_workflow_runtime.cpython-311-pytest-8.4.2.pyc	IGNORED	97979	regular	TEMP	DELETE_CANDIDATE	machine-local test runtime	quarantine/tests/__pycache__/test_product_workflow_runtime.cpython-311-pytest-8.4.2.pyc	regenerable test/interpreter cache	ignored generated cache; no source value
tests/__pycache__/test_research_workflow_cli.cpython-311-pytest-8.4.2.pyc	IGNORED	21088	regular	TEMP	DELETE_CANDIDATE	machine-local test runtime	quarantine/tests/__pycache__/test_research_workflow_cli.cpython-311-pytest-8.4.2.pyc	regenerable test/interpreter cache	ignored generated cache; no source value
tests/__pycache__/test_runtime_composition.cpython-311-pytest-8.4.2.pyc	IGNORED	16332	regular	TEMP	DELETE_CANDIDATE	machine-local test runtime	quarantine/tests/__pycache__/test_runtime_composition.cpython-311-pytest-8.4.2.pyc	regenerable test/interpreter cache	ignored generated cache; no source value
tests/__pycache__/test_workflow_runtime_mcp.cpython-311-pytest-8.4.2.pyc	IGNORED	67741	regular	TEMP	DELETE_CANDIDATE	machine-local test runtime	quarantine/tests/__pycache__/test_workflow_runtime_mcp.cpython-311-pytest-8.4.2.pyc	regenerable test/interpreter cache	ignored generated cache; no source value
tests/__pycache__/test_workflow_v2_contracts.cpython-311-pytest-8.4.2.pyc	IGNORED	23840	regular	TEMP	DELETE_CANDIDATE	machine-local test runtime	quarantine/tests/__pycache__/test_workflow_v2_contracts.cpython-311-pytest-8.4.2.pyc	regenerable test/interpreter cache	ignored generated cache; no source value
tests/__pycache__/test_workflow_v2_controller.cpython-311-pytest-8.4.2.pyc	IGNORED	38036	regular	TEMP	DELETE_CANDIDATE	machine-local test runtime	quarantine/tests/__pycache__/test_workflow_v2_controller.cpython-311-pytest-8.4.2.pyc	regenerable test/interpreter cache	ignored generated cache; no source value
tests/__pycache__/test_workflow_v2_invariants.cpython-311-pytest-8.4.2.pyc	IGNORED	19105	regular	TEMP	DELETE_CANDIDATE	machine-local test runtime	quarantine/tests/__pycache__/test_workflow_v2_invariants.cpython-311-pytest-8.4.2.pyc	regenerable test/interpreter cache	ignored generated cache; no source value
tests/__pycache__/test_workflow_v2_migration.cpython-311-pytest-8.4.2.pyc	IGNORED	3775	regular	TEMP	DELETE_CANDIDATE	machine-local test runtime	quarantine/tests/__pycache__/test_workflow_v2_migration.cpython-311-pytest-8.4.2.pyc	regenerable test/interpreter cache	ignored generated cache; no source value
tests/__pycache__/test_workflow_v2_runtime.cpython-311-pytest-8.4.2.pyc	IGNORED	7782	regular	TEMP	DELETE_CANDIDATE	machine-local test runtime	quarantine/tests/__pycache__/test_workflow_v2_runtime.cpython-311-pytest-8.4.2.pyc	regenerable test/interpreter cache	ignored generated cache; no source value
tests/test_asset_layer.py	TRACKED	11439	regular	ENGINE	KEEP	Product engine repository	tests/test_asset_layer.py	reusable CLI, launcher, or regression coverage	none identified in bounded inventory
tests/test_bootstrap_human_rendering.py	TRACKED	11872	regular	ENGINE	KEEP	Product engine repository	tests/test_bootstrap_human_rendering.py	reusable CLI, launcher, or regression coverage	none identified in bounded inventory
tests/test_bridge_adapter.py	TRACKED	13432	regular	ENGINE	KEEP	Product engine repository	tests/test_bridge_adapter.py	reusable CLI, launcher, or regression coverage	none identified in bounded inventory
tests/test_codexpro_adapter.py	TRACKED	3277	regular	ENGINE	KEEP	Product engine repository	tests/test_codexpro_adapter.py	reusable CLI, launcher, or regression coverage	none identified in bounded inventory
